doc1,doc2,relations,detail
17,275,1,['P279']
17,287,1,['P279']
17,19,1,['P279']
17,39,1,['P279']
17,56,1,['P279']
17,80,1,['P279']
17,84,1,['P279']
17,90,1,['P279']
17,92,1,['P279']
17,118,1,['P279']
17,144,1,['P279']
17,145,1,['P279']
17,205,1,['P279']
17,213,1,['P279']
19,6,4,"['P527', 'P361', 'P527', 'P361']"
19,13,2,"['P527', 'P361']"
19,15,6,"['P527', 'P361', 'P1269', 'P279', 'P527', 'P361']"
19,19,4,"['P527', 'P361', 'P527', 'P361']"
19,41,2,"['P527', 'P361']"
19,46,4,"['P527', 'P361', 'P527', 'P361']"
19,55,2,"['P527', 'P361']"
19,56,5,"['P527', 'P361', 'P279', 'P527', 'P361']"
19,89,3,"['P527', 'P361', 'P361']"
19,90,6,"['P527', 'P361', 'P1269', 'P279', 'P527', 'P361']"
19,91,3,"['P527', 'P361', 'P361']"
19,92,4,"['P527', 'P361', 'P527', 'P361']"
19,95,4,"['P527', 'P1269', 'P279', 'P361']"
19,98,3,"['P527', 'P361', 'P361']"
19,108,6,"['P527', 'P361', 'P279', 'P527', 'P361', 'P361']"
19,111,5,"['P527', 'P361', 'P527', 'P361', 'P361']"
19,112,4,"['P527', 'P361', 'P527', 'P361']"
19,139,2,"['P527', 'P361']"
19,145,4,"['P527', 'P361', 'P527', 'P361']"
19,172,2,"['P527', 'P361']"
19,177,3,"['P527', 'P361', 'P361']"
19,196,4,"['P527', 'P1269', 'P279', 'P361']"
19,214,2,"['P527', 'P361']"
19,219,2,"['P527', 'P361']"
19,222,2,"['P527', 'P361']"
19,280,3,"['P527', 'P279', 'P361']"
19,281,3,"['P527', 'P279', 'P361']"
19,296,2,"['P527', 'P361']"
19,1,2,"['P361', 'P527']"
19,2,2,"['P361', 'P527']"
19,5,2,"['P361', 'P527']"
19,8,2,"['P361', 'P527']"
19,10,2,"['P361', 'P527']"
19,11,2,"['P361', 'P527']"
19,12,2,"['P361', 'P527']"
19,14,2,"['P361', 'P527']"
19,26,2,"['P361', 'P527']"
19,27,2,"['P361', 'P527']"
19,35,2,"['P361', 'P527']"
19,37,2,"['P361', 'P527']"
19,39,2,"['P361', 'P527']"
19,40,3,"['P361', 'P527', 'P361']"
19,50,2,"['P361', 'P527']"
19,53,2,"['P361', 'P527']"
19,59,2,"['P361', 'P527']"
19,70,2,"['P361', 'P527']"
19,83,2,"['P361', 'P527']"
19,84,2,"['P361', 'P527']"
19,87,2,"['P361', 'P527']"
19,88,2,"['P361', 'P527']"
19,94,2,"['P361', 'P527']"
19,96,2,"['P361', 'P527']"
19,97,2,"['P361', 'P527']"
19,99,2,"['P361', 'P527']"
19,102,2,"['P361', 'P527']"
19,103,2,"['P361', 'P527']"
19,105,2,"['P361', 'P527']"
19,106,2,"['P361', 'P527']"
19,107,2,"['P361', 'P527']"
19,109,2,"['P361', 'P527']"
19,116,2,"['P361', 'P527']"
19,117,2,"['P361', 'P527']"
19,119,3,"['P361', 'P527', 'P361']"
19,123,2,"['P361', 'P527']"
19,125,2,"['P361', 'P527']"
19,127,2,"['P361', 'P527']"
19,132,2,"['P361', 'P527']"
19,137,2,"['P361', 'P527']"
19,144,2,"['P361', 'P527']"
19,148,2,"['P361', 'P527']"
19,149,2,"['P361', 'P527']"
19,157,2,"['P361', 'P527']"
19,160,2,"['P361', 'P527']"
19,162,2,"['P361', 'P527']"
19,173,2,"['P361', 'P527']"
19,174,2,"['P361', 'P527']"
19,175,2,"['P361', 'P527']"
19,180,2,"['P361', 'P527']"
19,191,2,"['P361', 'P527']"
19,193,2,"['P361', 'P527']"
19,203,3,"['P361', 'P279', 'P527']"
19,204,2,"['P361', 'P527']"
19,213,2,"['P361', 'P527']"
19,221,2,"['P361', 'P527']"
19,223,2,"['P361', 'P527']"
19,233,3,"['P361', 'P279', 'P527']"
19,245,3,"['P361', 'P527', 'P361']"
19,246,2,"['P361', 'P527']"
19,251,2,"['P361', 'P527']"
19,252,2,"['P361', 'P527']"
19,255,2,"['P361', 'P527']"
19,258,2,"['P361', 'P527']"
19,260,2,"['P361', 'P527']"
19,262,2,"['P361', 'P527']"
19,270,2,"['P361', 'P527']"
19,273,2,"['P361', 'P527']"
19,275,2,"['P361', 'P527']"
19,287,2,"['P361', 'P527']"
19,291,2,"['P361', 'P527']"
19,295,3,"['P361', 'P279', 'P527']"
19,298,2,"['P361', 'P527']"
19,17,1,['P279']
19,69,1,['P279']
19,165,1,['P279']
19,168,1,['P279']
19,184,1,['P279']
19,185,1,['P279']
19,187,1,['P279']
19,188,1,['P279']
19,205,1,['P279']
19,226,1,['P279']
19,228,1,['P279']
19,229,1,['P279']
19,230,1,['P279']
19,231,1,['P279']
19,232,1,['P279']
19,236,1,['P279']
19,237,1,['P279']
19,238,1,['P279']
19,250,2,"['P1269', 'P279']"
19,20,1,['P361']
19,115,1,['P361']
19,207,1,['P361']
19,269,1,['P361']
19,285,1,['P361']
20,16,2,"['P2670', 'P361']"
20,27,2,"['P2670', 'P361']"
20,43,2,"['P2670', 'P361']"
20,92,3,"['P2670', 'P361', 'P361']"
20,94,2,"['P2670', 'P361']"
20,97,2,"['P2670', 'P361']"
20,98,3,"['P2670', 'P361', 'P361']"
20,108,3,"['P2670', 'P361', 'P361']"
20,111,3,"['P2670', 'P361', 'P361']"
20,119,2,"['P2670', 'P361']"
20,123,2,"['P2670', 'P361']"
20,131,2,"['P2670', 'P361']"
20,191,2,"['P2670', 'P361']"
20,209,2,"['P2670', 'P361']"
20,240,2,"['P2670', 'P361']"
20,245,2,"['P2670', 'P361']"
20,6,1,['P361']
20,13,1,['P361']
20,15,1,['P361']
20,19,1,['P361']
20,41,1,['P361']
20,46,1,['P361']
20,55,1,['P361']
20,56,1,['P361']
20,89,1,['P361']
20,90,1,['P361']
20,91,1,['P361']
20,95,1,['P361']
20,112,1,['P361']
20,139,1,['P361']
20,145,1,['P361']
20,172,1,['P361']
20,177,1,['P361']
20,196,1,['P361']
20,214,1,['P361']
20,219,1,['P361']
20,222,1,['P361']
20,280,1,['P361']
20,281,1,['P361']
20,296,1,['P361']
24,46,1,['P279']
24,191,1,['P279']
24,8,1,['P460']
24,37,1,['P460']
24,99,1,['P460']
24,103,1,['P460']
24,106,1,['P460']
24,108,1,['P460']
24,109,1,['P460']
24,123,1,['P460']
24,169,1,['P460']
24,175,1,['P460']
24,181,1,['P460']
24,193,1,['P460']
24,207,1,['P460']
24,214,1,['P460']
24,244,1,['P460']
24,254,1,['P460']
24,262,1,['P460']
24,288,1,['P460']
24,84,2,"['P1889', 'P1382']"
24,90,2,"['P1889', 'P1382']"
24,98,2,"['P1889', 'P1382']"
24,24,2,"['P527', 'P527']"
24,39,1,['P527']
24,89,1,['P527']
24,94,1,['P527']
24,111,1,['P527']
24,117,1,['P527']
24,52,1,['P527']
24,56,1,['P527']
24,104,1,['P527']
24,258,1,['P527']
24,287,1,['P527']
25,90,1,['P2922']
25,93,1,['P2922']
25,94,1,['P2922']
25,106,1,['P2922']
25,114,1,['P2922']
26,46,3,"['P279', 'P527', 'P361']"
26,191,1,['P279']
26,8,1,['P460']
26,37,1,['P460']
26,99,1,['P460']
26,103,1,['P460']
26,106,1,['P460']
26,108,3,"['P460', 'P527', 'P361']"
26,109,1,['P460']
26,123,3,"['P460', 'P527', 'P279']"
26,169,1,['P460']
26,175,1,['P460']
26,181,1,['P460']
26,193,1,['P460']
26,207,3,"['P460', 'P527', 'P279']"
26,214,3,"['P460', 'P527', 'P361']"
26,244,1,['P460']
26,254,1,['P460']
26,262,3,"['P460', 'P527', 'P279']"
26,288,1,['P460']
26,6,2,"['P527', 'P361']"
26,13,2,"['P527', 'P361']"
26,15,2,"['P527', 'P361']"
26,19,2,"['P527', 'P361']"
26,41,2,"['P527', 'P361']"
26,55,2,"['P527', 'P361']"
26,56,2,"['P527', 'P361']"
26,89,2,"['P527', 'P361']"
26,90,2,"['P527', 'P361']"
26,91,2,"['P527', 'P361']"
26,92,2,"['P527', 'P361']"
26,95,2,"['P527', 'P361']"
26,98,2,"['P527', 'P361']"
26,111,2,"['P527', 'P361']"
26,112,2,"['P527', 'P361']"
26,139,2,"['P527', 'P361']"
26,145,2,"['P527', 'P361']"
26,172,2,"['P527', 'P361']"
26,177,4,"['P527', 'P527', 'P361', 'P279']"
26,196,2,"['P527', 'P361']"
26,219,2,"['P527', 'P361']"
26,222,2,"['P527', 'P361']"
26,280,2,"['P527', 'P361']"
26,281,2,"['P527', 'P361']"
26,296,2,"['P527', 'P361']"
26,253,2,"['P527', 'P279']"
26,292,2,"['P527', 'P279']"
27,6,2,"['P527', 'P361']"
27,13,2,"['P527', 'P361']"
27,15,5,"['P527', 'P1269', 'P279', 'P279', 'P361']"
27,19,2,"['P527', 'P361']"
27,41,2,"['P527', 'P361']"
27,46,2,"['P527', 'P361']"
27,55,2,"['P527', 'P361']"
27,56,2,"['P527', 'P361']"
27,89,4,"['P527', 'P361', 'P361', 'P2670']"
27,90,5,"['P527', 'P1269', 'P279', 'P279', 'P361']"
27,91,4,"['P527', 'P361', 'P361', 'P2670']"
27,92,2,"['P527', 'P361']"
27,95,5,"['P527', 'P1269', 'P279', 'P279', 'P361']"
27,98,4,"['P527', 'P361', 'P361', 'P2670']"
27,108,4,"['P527', 'P361', 'P361', 'P2670']"
27,111,4,"['P527', 'P361', 'P361', 'P2670']"
27,112,2,"['P527', 'P361']"
27,139,2,"['P527', 'P361']"
27,145,2,"['P527', 'P361']"
27,172,2,"['P527', 'P361']"
27,177,4,"['P527', 'P361', 'P361', 'P2670']"
27,196,5,"['P527', 'P1269', 'P279', 'P279', 'P361']"
27,214,2,"['P527', 'P361']"
27,219,2,"['P527', 'P361']"
27,222,2,"['P527', 'P361']"
27,280,2,"['P527', 'P361']"
27,281,2,"['P527', 'P361']"
27,296,2,"['P527', 'P361']"
27,20,2,"['P361', 'P2670']"
27,40,2,"['P361', 'P2670']"
27,115,2,"['P361', 'P2670']"
27,119,2,"['P361', 'P2670']"
27,207,2,"['P361', 'P2670']"
27,245,2,"['P361', 'P2670']"
27,269,2,"['P361', 'P2670']"
27,285,2,"['P361', 'P2670']"
27,250,3,"['P1269', 'P279', 'P279']"
34,46,1,['P279']
34,191,1,['P279']
34,8,1,['P460']
34,37,1,['P460']
34,99,1,['P460']
34,103,3,"['P460', 'P3095', 'P425']"
34,106,1,['P460']
34,108,1,['P460']
34,109,1,['P460']
34,123,1,['P460']
34,169,2,"['P460', 'P279']"
34,175,1,['P460']
34,181,1,['P460']
34,193,1,['P460']
34,207,1,['P460']
34,214,1,['P460']
34,244,1,['P460']
34,254,1,['P460']
34,262,3,"['P460', 'P3095', 'P425']"
34,288,1,['P460']
34,58,1,['P279']
34,62,1,['P279']
34,124,1,['P279']
34,129,1,['P279']
34,151,1,['P279']
34,153,1,['P279']
34,277,1,['P279']
34,292,1,['P279']
34,93,2,"['P3095', 'P425']"
34,177,2,"['P3095', 'P425']"
34,245,2,"['P3095', 'P425']"
34,286,2,"['P3095', 'P425']"
35,6,2,"['P527', 'P361']"
35,13,2,"['P527', 'P361']"
35,15,2,"['P527', 'P361']"
35,19,2,"['P527', 'P361']"
35,41,2,"['P527', 'P361']"
35,46,2,"['P527', 'P361']"
35,55,2,"['P527', 'P361']"
35,56,2,"['P527', 'P361']"
35,89,2,"['P527', 'P361']"
35,90,2,"['P527', 'P361']"
35,91,2,"['P527', 'P361']"
35,92,2,"['P527', 'P361']"
35,95,2,"['P527', 'P361']"
35,98,2,"['P527', 'P361']"
35,108,2,"['P527', 'P361']"
35,111,2,"['P527', 'P361']"
35,112,2,"['P527', 'P361']"
35,139,2,"['P527', 'P361']"
35,145,2,"['P527', 'P361']"
35,172,2,"['P527', 'P361']"
35,177,2,"['P527', 'P361']"
35,196,2,"['P527', 'P361']"
35,214,2,"['P527', 'P361']"
35,219,2,"['P527', 'P361']"
35,222,2,"['P527', 'P361']"
35,280,2,"['P527', 'P361']"
35,281,2,"['P527', 'P361']"
35,296,2,"['P527', 'P361']"
36,90,1,['P2922']
36,93,1,['P2922']
36,94,1,['P2922']
36,106,1,['P2922']
36,114,1,['P2922']
37,46,7,"['P279', 'P527', 'P460', 'P279', 'P1269', 'P361', 'P31']"
37,191,3,"['P279', 'P279', 'P1269']"
37,8,1,['P460']
37,37,5,"['P460', 'P460', 'P460', 'P460', 'P460']"
37,99,2,"['P460', 'P460']"
37,103,3,"['P460', 'P460', 'P460']"
37,106,2,"['P460', 'P460']"
37,108,4,"['P460', 'P527', 'P460', 'P361']"
37,109,2,"['P460', 'P460']"
37,123,4,"['P460', 'P180', 'P460', 'P460']"
37,169,2,"['P460', 'P460']"
37,175,1,['P460']
37,181,3,"['P460', 'P279', 'P460']"
37,193,2,"['P460', 'P460']"
37,207,3,"['P460', 'P460', 'P460']"
37,214,3,"['P460', 'P527', 'P361']"
37,244,1,['P460']
37,254,2,"['P460', 'P460']"
37,262,3,"['P460', 'P460', 'P460']"
37,288,3,"['P460', 'P460', 'P460']"
37,240,2,"['P180', 'P460']"
37,277,1,['P180']
37,278,1,['P180']
37,6,3,"['P527', 'P460', 'P361']"
37,13,2,"['P527', 'P361']"
37,15,2,"['P527', 'P361']"
37,19,2,"['P527', 'P361']"
37,41,4,"['P527', 'P460', 'P460', 'P361']"
37,55,4,"['P527', 'P460', 'P361', 'P31']"
37,56,3,"['P527', 'P460', 'P361']"
37,89,3,"['P527', 'P460', 'P361']"
37,90,3,"['P527', 'P460', 'P361']"
37,91,2,"['P527', 'P361']"
37,92,4,"['P527', 'P1552', 'P361', 'P361']"
37,95,2,"['P527', 'P361']"
37,98,2,"['P527', 'P361']"
37,111,4,"['P527', 'P460', 'P361', 'P31']"
37,112,2,"['P527', 'P361']"
37,139,4,"['P527', 'P460', 'P460', 'P361']"
37,145,3,"['P527', 'P460', 'P361']"
37,172,2,"['P527', 'P361']"
37,177,3,"['P527', 'P460', 'P361']"
37,196,2,"['P527', 'P361']"
37,219,2,"['P527', 'P361']"
37,222,3,"['P527', 'P460', 'P361']"
37,280,2,"['P527', 'P361']"
37,281,2,"['P527', 'P361']"
37,296,4,"['P527', 'P460', 'P361', 'P31']"
37,179,1,['P279']
37,93,3,"['P279', 'P460', 'P460']"
37,107,2,"['P279', 'P460']"
37,0,1,['P460']
37,1,1,['P460']
37,5,1,['P460']
37,14,2,"['P460', 'P460']"
37,24,1,['P460']
37,26,1,['P460']
37,34,1,['P460']
37,39,1,['P460']
37,43,1,['P460']
37,48,1,['P460']
37,57,1,['P460']
37,58,1,['P460']
37,61,1,['P460']
37,62,1,['P460']
37,74,1,['P460']
37,78,1,['P460']
37,86,1,['P460']
37,96,2,"['P460', 'P460']"
37,100,2,"['P460', 'P460']"
37,117,2,"['P460', 'P279']"
37,118,1,['P460']
37,119,4,"['P460', 'P460', 'P460', 'P31']"
37,121,1,['P460']
37,122,1,['P460']
37,124,1,['P460']
37,125,1,['P460']
37,127,1,['P460']
37,132,3,"['P460', 'P460', 'P279']"
37,134,1,['P460']
37,144,1,['P460']
37,147,1,['P460']
37,148,1,['P460']
37,152,1,['P460']
37,154,1,['P460']
37,155,1,['P460']
37,157,1,['P460']
37,170,2,"['P460', 'P460']"
37,178,1,['P460']
37,198,1,['P460']
37,206,1,['P460']
37,209,1,['P460']
37,212,1,['P460']
37,213,1,['P460']
37,221,1,['P460']
37,224,1,['P460']
37,233,2,"['P460', 'P460']"
37,241,1,['P460']
37,245,2,"['P460', 'P460']"
37,249,1,['P460']
37,253,1,['P460']
37,259,1,['P460']
37,264,1,['P460']
37,266,1,['P460']
37,267,1,['P460']
37,269,1,['P460']
37,273,1,['P460']
37,283,1,['P460']
37,286,2,"['P460', 'P460']"
37,289,1,['P460']
37,294,1,['P460']
37,49,1,['P460']
37,87,1,['P460']
37,113,1,['P460']
37,297,1,['P460']
37,110,1,['P31']
37,174,1,['P31']
37,180,1,['P31']
37,247,1,['P31']
37,251,1,['P31']
37,94,1,['P279']
37,114,1,['P279']
37,126,1,['P279']
38,93,1,['P1382']
38,103,1,['P1382']
38,177,1,['P1382']
38,245,1,['P1382']
38,262,1,['P1382']
38,286,1,['P1382']
39,46,3,"['P279', 'P527', 'P361']"
39,191,1,['P279']
39,8,1,['P460']
39,37,1,['P460']
39,99,1,['P460']
39,103,1,['P460']
39,106,1,['P460']
39,108,4,"['P460', 'P527', 'P279', 'P361']"
39,109,1,['P460']
39,123,1,['P460']
39,169,1,['P460']
39,175,1,['P460']
39,181,1,['P460']
39,193,1,['P460']
39,207,1,['P460']
39,214,3,"['P460', 'P527', 'P361']"
39,244,1,['P460']
39,254,1,['P460']
39,262,1,['P460']
39,288,1,['P460']
39,6,2,"['P527', 'P361']"
39,13,2,"['P527', 'P361']"
39,15,4,"['P527', 'P1269', 'P279', 'P361']"
39,19,2,"['P527', 'P361']"
39,41,2,"['P527', 'P361']"
39,55,2,"['P527', 'P361']"
39,56,5,"['P527', 'P279', 'P361', 'P527', 'P186']"
39,89,3,"['P527', 'P361', 'P186']"
39,90,4,"['P527', 'P1269', 'P279', 'P361']"
39,91,2,"['P527', 'P361']"
39,92,3,"['P527', 'P361', 'P186']"
39,95,4,"['P527', 'P1269', 'P279', 'P361']"
39,98,3,"['P527', 'P361', 'P186']"
39,111,2,"['P527', 'P361']"
39,112,2,"['P527', 'P361']"
39,139,2,"['P527', 'P361']"
39,145,2,"['P527', 'P361']"
39,172,2,"['P527', 'P361']"
39,177,2,"['P527', 'P361']"
39,196,4,"['P527', 'P1269', 'P279', 'P361']"
39,219,2,"['P527', 'P361']"
39,222,2,"['P527', 'P361']"
39,280,3,"['P527', 'P279', 'P361']"
39,281,3,"['P527', 'P279', 'P361']"
39,296,2,"['P527', 'P361']"
39,17,1,['P279']
39,69,1,['P279']
39,165,1,['P279']
39,168,1,['P279']
39,184,1,['P279']
39,185,1,['P279']
39,187,1,['P279']
39,188,1,['P279']
39,203,1,['P279']
39,205,1,['P279']
39,226,1,['P279']
39,228,1,['P279']
39,229,1,['P279']
39,230,1,['P279']
39,231,1,['P279']
39,232,1,['P279']
39,233,1,['P279']
39,236,1,['P279']
39,237,1,['P279']
39,238,1,['P279']
39,295,1,['P279']
39,250,2,"['P1269', 'P279']"
39,24,1,['P527']
39,52,1,['P527']
39,104,1,['P527']
39,258,1,['P527']
39,287,1,['P527']
39,43,1,['P186']
39,94,1,['P186']
39,114,1,['P186']
39,174,1,['P186']
39,180,1,['P186']
40,6,3,"['P527', 'P361', 'P361']"
40,13,3,"['P527', 'P361', 'P361']"
40,15,3,"['P527', 'P361', 'P361']"
40,19,3,"['P527', 'P361', 'P361']"
40,41,3,"['P527', 'P361', 'P361']"
40,46,3,"['P527', 'P361', 'P361']"
40,55,3,"['P527', 'P361', 'P361']"
40,56,3,"['P527', 'P361', 'P361']"
40,89,3,"['P527', 'P361', 'P361']"
40,90,3,"['P527', 'P361', 'P361']"
40,91,3,"['P527', 'P361', 'P361']"
40,92,5,"['P527', 'P2670', 'P361', 'P361', 'P361']"
40,95,3,"['P527', 'P361', 'P361']"
40,98,5,"['P527', 'P2670', 'P361', 'P361', 'P361']"
40,108,5,"['P527', 'P2670', 'P361', 'P361', 'P361']"
40,111,5,"['P527', 'P2670', 'P361', 'P361', 'P361']"
40,112,3,"['P527', 'P361', 'P361']"
40,139,3,"['P527', 'P361', 'P361']"
40,145,3,"['P527', 'P361', 'P361']"
40,172,3,"['P527', 'P361', 'P361']"
40,177,3,"['P527', 'P361', 'P361']"
40,196,3,"['P527', 'P361', 'P361']"
40,214,3,"['P527', 'P361', 'P361']"
40,219,3,"['P527', 'P361', 'P361']"
40,222,3,"['P527', 'P361', 'P361']"
40,280,3,"['P527', 'P361', 'P361']"
40,281,3,"['P527', 'P361', 'P361']"
40,296,3,"['P527', 'P361', 'P361']"
40,16,2,"['P2670', 'P361']"
40,27,2,"['P2670', 'P361']"
40,43,2,"['P2670', 'P361']"
40,94,2,"['P2670', 'P361']"
40,97,2,"['P2670', 'P361']"
40,119,2,"['P2670', 'P361']"
40,123,2,"['P2670', 'P361']"
40,131,2,"['P2670', 'P361']"
40,191,2,"['P2670', 'P361']"
40,209,2,"['P2670', 'P361']"
40,240,2,"['P2670', 'P361']"
40,245,2,"['P2670', 'P361']"
41,46,3,"['P279', 'P361', 'P527']"
41,191,3,"['P279', 'P361', 'P527']"
41,8,3,"['P460', 'P361', 'P527']"
41,37,3,"['P460', 'P361', 'P527']"
41,99,3,"['P460', 'P361', 'P527']"
41,103,5,"['P460', 'P361', 'P3095', 'P527', 'P425']"
41,106,3,"['P460', 'P361', 'P527']"
41,108,4,"['P460', 'P361', 'P527', 'P361']"
41,109,3,"['P460', 'P361', 'P527']"
41,123,3,"['P460', 'P361', 'P527']"
41,169,2,"['P460', 'P279']"
41,175,3,"['P460', 'P361', 'P527']"
41,181,1,['P460']
41,193,3,"['P460', 'P361', 'P527']"
41,207,2,"['P460', 'P361']"
41,214,1,['P460']
41,244,1,['P460']
41,254,1,['P460']
41,262,5,"['P460', 'P361', 'P3095', 'P527', 'P425']"
41,288,1,['P460']
41,1,2,"['P361', 'P527']"
41,2,2,"['P361', 'P527']"
41,5,2,"['P361', 'P527']"
41,6,2,"['P361', 'P527']"
41,10,2,"['P361', 'P527']"
41,11,2,"['P361', 'P527']"
41,12,2,"['P361', 'P527']"
41,14,2,"['P361', 'P527']"
41,15,2,"['P361', 'P527']"
41,19,2,"['P361', 'P527']"
41,26,2,"['P361', 'P527']"
41,27,2,"['P361', 'P527']"
41,35,2,"['P361', 'P527']"
41,39,2,"['P361', 'P527']"
41,40,3,"['P361', 'P527', 'P361']"
41,50,2,"['P361', 'P527']"
41,53,2,"['P361', 'P527']"
41,56,2,"['P361', 'P527']"
41,59,2,"['P361', 'P527']"
41,70,2,"['P361', 'P527']"
41,83,2,"['P361', 'P527']"
41,84,2,"['P361', 'P527']"
41,87,2,"['P361', 'P527']"
41,88,2,"['P361', 'P527']"
41,90,2,"['P361', 'P527']"
41,92,2,"['P361', 'P527']"
41,94,2,"['P361', 'P527']"
41,96,2,"['P361', 'P527']"
41,97,2,"['P361', 'P527']"
41,102,2,"['P361', 'P527']"
41,105,2,"['P361', 'P527']"
41,107,2,"['P361', 'P527']"
41,111,3,"['P361', 'P527', 'P361']"
41,112,2,"['P361', 'P527']"
41,116,2,"['P361', 'P527']"
41,117,2,"['P361', 'P527']"
41,119,3,"['P361', 'P527', 'P361']"
41,125,2,"['P361', 'P527']"
41,127,2,"['P361', 'P527']"
41,132,2,"['P361', 'P527']"
41,137,2,"['P361', 'P527']"
41,144,2,"['P361', 'P527']"
41,145,2,"['P361', 'P527']"
41,148,2,"['P361', 'P527']"
41,149,2,"['P361', 'P527']"
41,157,2,"['P361', 'P527']"
41,160,2,"['P361', 'P527']"
41,162,2,"['P361', 'P527']"
41,173,2,"['P361', 'P527']"
41,174,2,"['P361', 'P527']"
41,180,2,"['P361', 'P527']"
41,203,2,"['P361', 'P527']"
41,204,2,"['P361', 'P527']"
41,213,2,"['P361', 'P527']"
41,221,2,"['P361', 'P527']"
41,223,2,"['P361', 'P527']"
41,233,2,"['P361', 'P527']"
41,245,5,"['P361', 'P3095', 'P527', 'P361', 'P425']"
41,246,2,"['P361', 'P527']"
41,251,2,"['P361', 'P527']"
41,252,2,"['P361', 'P527']"
41,255,2,"['P361', 'P527']"
41,258,2,"['P361', 'P527']"
41,260,2,"['P361', 'P527']"
41,270,2,"['P361', 'P527']"
41,273,2,"['P361', 'P527']"
41,275,2,"['P361', 'P527']"
41,287,2,"['P361', 'P527']"
41,291,2,"['P361', 'P527']"
41,295,2,"['P361', 'P527']"
41,298,2,"['P361', 'P527']"
41,58,1,['P279']
41,62,1,['P279']
41,124,1,['P279']
41,129,1,['P279']
41,151,1,['P279']
41,153,1,['P279']
41,277,1,['P279']
41,292,1,['P279']
41,93,2,"['P3095', 'P425']"
41,177,3,"['P3095', 'P361', 'P425']"
41,286,2,"['P3095', 'P425']"
41,20,1,['P361']
41,89,1,['P361']
41,91,1,['P361']
41,98,1,['P361']
41,115,1,['P361']
41,269,1,['P361']
41,285,1,['P361']
43,46,1,['P279']
43,191,1,['P279']
43,8,1,['P460']
43,37,1,['P460']
43,99,1,['P460']
43,103,1,['P460']
43,106,1,['P460']
43,108,3,"['P460', 'P361', 'P2670']"
43,109,1,['P460']
43,123,1,['P460']
43,169,1,['P460']
43,175,1,['P460']
43,181,1,['P460']
43,193,1,['P460']
43,207,3,"['P460', 'P361', 'P2670']"
43,214,1,['P460']
43,244,1,['P460']
43,254,1,['P460']
43,262,1,['P460']
43,288,1,['P460']
43,20,2,"['P361', 'P2670']"
43,40,2,"['P361', 'P2670']"
43,89,2,"['P361', 'P2670']"
43,91,2,"['P361', 'P2670']"
43,98,4,"['P361', 'P1889', 'P1382', 'P2670']"
43,111,2,"['P361', 'P2670']"
43,115,2,"['P361', 'P2670']"
43,119,2,"['P361', 'P2670']"
43,177,2,"['P361', 'P2670']"
43,245,2,"['P361', 'P2670']"
43,269,2,"['P361', 'P2670']"
43,285,2,"['P361', 'P2670']"
43,84,2,"['P1889', 'P1382']"
43,90,3,"['P1889', 'P1382', 'P186']"
43,39,1,['P186']
43,96,1,['P186']
43,152,1,['P186']
43,266,1,['P186']
43,55,1,['P279']
43,87,1,['P279']
43,247,1,['P279']
44,93,1,['P1382']
44,103,1,['P1382']
44,177,1,['P1382']
44,245,1,['P1382']
44,262,1,['P1382']
44,286,1,['P1382']
46,46,6,"['P279', 'P527', 'P361', 'P279', 'P527', 'P361']"
46,191,3,"['P279', 'P361', 'P527']"
46,8,5,"['P460', 'P361', 'P31', 'P527', 'P279']"
46,37,8,"['P460', 'P361', 'P31', 'P279', 'P279', 'P527', 'P279', 'P1269']"
46,99,6,"['P460', 'P361', 'P31', 'P279', 'P527', 'P279']"
46,103,7,"['P460', 'P361', 'P31', 'P279', 'P279', 'P527', 'P279']"
46,106,7,"['P460', 'P361', 'P31', 'P279', 'P527', 'P279', 'P279']"
46,108,10,"['P460', 'P527', 'P361', 'P31', 'P279', 'P527', 'P361', 'P279', 'P361', 'P361']"
46,109,6,"['P460', 'P361', 'P31', 'P279', 'P527', 'P279']"
46,123,7,"['P460', 'P361', 'P31', 'P279', 'P527', 'P279', 'P1269']"
46,169,4,"['P460', 'P31', 'P279', 'P279']"
46,175,5,"['P460', 'P361', 'P31', 'P527', 'P279']"
46,181,4,"['P460', 'P31', 'P279', 'P279']"
46,193,6,"['P460', 'P361', 'P31', 'P279', 'P527', 'P279']"
46,207,7,"['P460', 'P31', 'P279', 'P279', 'P279', 'P1269', 'P361']"
46,214,5,"['P460', 'P527', 'P31', 'P361', 'P279']"
46,244,3,"['P460', 'P31', 'P279']"
46,254,4,"['P460', 'P31', 'P279', 'P279']"
46,262,8,"['P460', 'P361', 'P31', 'P279', 'P279', 'P527', 'P279', 'P1269']"
46,288,4,"['P460', 'P31', 'P279', 'P279']"
46,6,5,"['P527', 'P361', 'P279', 'P527', 'P361']"
46,13,2,"['P527', 'P361']"
46,15,4,"['P527', 'P361', 'P527', 'P361']"
46,19,4,"['P527', 'P361', 'P527', 'P361']"
46,41,4,"['P527', 'P279', 'P279', 'P361']"
46,55,3,"['P527', 'P279', 'P361']"
46,56,5,"['P527', 'P361', 'P279', 'P527', 'P361']"
46,89,4,"['P527', 'P279', 'P361', 'P361']"
46,90,4,"['P527', 'P361', 'P527', 'P361']"
46,91,3,"['P527', 'P361', 'P361']"
46,92,5,"['P527', 'P361', 'P527', 'P361', 'P279']"
46,95,2,"['P527', 'P361']"
46,98,3,"['P527', 'P361', 'P361']"
46,111,6,"['P527', 'P361', 'P527', 'P361', 'P361', 'P279']"
